MAZ,HHq1,HHq2,HHq3,HHq4
419249,44.0,52.0,44.0,25.0
419250,15.0,22.0,26.0,35.0
419251,34.0,22.0,22.0,34.0
419259,5.0,10.0,9.0,16.0
419264,685.0,72.0,80.0,173.0
419271,5.0,8.0,13.0,15.0
419279,0.0,0.0,0.0,0.0
419282,14.0,22.0,28.0,96.0
419287,0.0,0.0,0.0,0.0
419292,34.0,7.0,9.0,11.0
419293,14.0,27.0,18.0,10.0
419294,30.0,31.0,31.0,52.0
419299,16.0,21.0,14.0,8.0
419300,13.0,15.0,9.0,6.0
419305,17.0,14.0,7.0,4.0
419306,0.0,1.0,0.0,0.0
419309,19.0,18.0,5.0,20.0
419319,58.0,59.0,38.0,33.0
419322,0.0,0.0,0.0,0.0
419331,62.0,44.0,21.0,20.0
419335,23.0,17.0,8.0,8.0
419338,12.0,22.0,8.0,5.0
419343,18.0,22.0,26.0,25.0
419345,0.0,0.0,0.0,0.0
419346,10.0,16.0,29.0,24.0
419349,40.0,48.0,27.0,29.0
419350,12.0,15.0,10.0,11.0
419353,10.0,8.0,6.0,13.0
419355,13.0,22.0,25.0,38.0
419359,40.0,75.0,101.0,123.0
419361,3.0,19.0,19.0,31.0
419362,7.0,12.0,17.0,22.0
419363,13.0,20.0,26.0,38.0
419364,12.0,27.0,31.0,46.0
419367,1.0,8.0,7.0,19.0
419368,13.0,30.0,25.0,42.0
419370,6.0,12.0,19.0,20.0
419371,11.0,22.0,14.0,25.0
419372,7.0,11.0,17.0,20.0
419373,8.0,10.0,9.0,10.0
419375,19.0,26.0,28.0,16.0
419380,17.0,27.0,25.0,25.0
419383,0.0,0.0,1.0,0.0
419384,19.0,15.0,23.0,33.0
419386,19.0,18.0,17.0,32.0
419388,3.0,10.0,9.0,12.0
419389,6.0,9.0,12.0,8.0
419392,15.0,37.0,24.0,36.0
419395,9.0,14.0,12.0,9.0
419397,7.0,5.0,10.0,5.0
419400,3.0,4.0,1.0,1.0
419406,16.0,28.0,36.0,75.0
419408,101.0,24.0,25.0,49.0
419418,12.0,18.0,21.0,15.0
419421,0.0,0.0,0.0,0.0
419424,13.0,24.0,19.0,18.0
419427,0.0,0.0,0.0,0.0
419432,6.0,9.0,13.0,25.0
419433,0.0,0.0,0.0,0.0
419450,4.0,5.0,11.0,15.0
419457,5.0,13.0,9.0,8.0
419458,10.0,18.0,8.0,8.0
419462,15.0,1.0,2.0,1.0
419463,1.0,6.0,7.0,7.0
419464,27.0,13.0,7.0,12.0
419465,21.0,6.0,11.0,10.0
419466,641.0,427.0,357.0,405.0
419467,27.0,14.0,8.0,16.0
419468,26.0,12.0,4.0,7.0
419470,9.0,11.0,2.0,3.0
419471,23.0,13.0,8.0,5.0
419472,33.0,31.0,16.0,14.0
419475,0.0,0.0,0.0,0.0
419477,16.0,19.0,14.0,14.0
419486,0.0,0.0,0.0,0.0
419487,0.0,0.0,0.0,0.0
419491,0.0,0.0,0.0,0.0
419493,13.0,23.0,23.0,25.0
419496,44.0,28.0,26.0,22.0
419501,0.0,0.0,0.0,0.0
419502,10.0,24.0,20.0,51.0
419505,3.0,7.0,9.0,12.0
419506,2.0,16.0,18.0,28.0
419509,22.0,12.0,11.0,22.0
419511,12.0,40.0,20.0,51.0
419512,2.0,9.0,4.0,3.0
419516,7.0,13.0,21.0,16.0
419518,0.0,0.0,0.0,0.0
419519,0.0,0.0,0.0,0.0
419521,0.0,0.0,0.0,0.0
419523,9.0,17.0,14.0,7.0
419524,16.0,19.0,22.0,14.0
419525,149.0,65.0,60.0,46.0
419526,6.0,12.0,7.0,5.0
419528,1.0,3.0,2.0,2.0
419529,2.0,9.0,8.0,12.0
419530,120.0,140.0,133.0,126.0
419531,18.0,8.0,14.0,10.0
419532,1.0,9.0,9.0,16.0
419534,30.0,50.0,46.0,91.0
419539,0.0,2.0,1.0,0.0
419540,5.0,9.0,11.0,19.0
419541,110.0,72.0,54.0,66.0
419543,155.0,59.0,79.0,99.0
419544,0.0,0.0,0.0,0.0
419550,12.0,10.0,9.0,19.0
419551,1.0,1.0,4.0,11.0
419556,16.0,26.0,34.0,36.0
419557,4.0,28.0,23.0,35.0
419560,22.0,25.0,28.0,41.0
419561,11.0,19.0,19.0,15.0
419562,5.0,10.0,12.0,23.0
419563,14.0,21.0,17.0,16.0
419564,10.0,20.0,12.0,15.0
419569,23.0,10.0,6.0,20.0
419572,6.0,12.0,8.0,10.0
419575,12.0,28.0,32.0,43.0
419578,0.0,0.0,0.0,0.0
419579,0.0,0.0,0.0,0.0
419581,736.0,607.0,762.0,1311.0
419583,4.0,9.0,13.0,10.0
419588,0.0,0.0,0.0,0.0
419600,0.0,0.0,0.0,0.0
419601,1.0,0.0,2.0,2.0
419612,4.0,7.0,16.0,18.0
419621,21.0,32.0,33.0,50.0
419622,132.0,10.0,13.0,23.0
419625,7.0,21.0,25.0,25.0
419633,0.0,0.0,0.0,0.0
419651,5.0,11.0,16.0,39.0
419652,6.0,12.0,11.0,17.0
419655,1.0,4.0,2.0,8.0
419672,10.0,35.0,36.0,67.0
419673,9.0,6.0,17.0,14.0
419677,0.0,0.0,0.0,0.0
419697,0.0,0.0,0.0,0.0
419698,2.0,7.0,6.0,9.0
419700,5.0,7.0,20.0,38.0
419703,0.0,0.0,0.0,0.0
419704,0.0,0.0,0.0,0.0
419709,20.0,21.0,7.0,7.0
419715,39.0,22.0,12.0,8.0
419720,13.0,10.0,8.0,3.0
419721,0.0,0.0,0.0,0.0
419723,10.0,26.0,19.0,27.0
419725,13.0,13.0,10.0,16.0
419726,7.0,10.0,14.0,8.0
419728,33.0,14.0,9.0,8.0
419730,229.0,16.0,18.0,15.0
419732,15.0,34.0,25.0,15.0
419733,13.0,23.0,10.0,6.0
419734,19.0,17.0,18.0,12.0
419736,12.0,28.0,25.0,37.0
419737,6.0,8.0,8.0,7.0
419738,43.0,82.0,61.0,85.0
419739,17.0,12.0,10.0,13.0
419743,9.0,12.0,11.0,6.0
419745,32.0,9.0,6.0,2.0
419748,53.0,54.0,26.0,31.0
419750,19.0,14.0,11.0,14.0
419753,17.0,34.0,34.0,41.0
419755,6.0,11.0,12.0,10.0
419762,0.0,0.0,0.0,0.0
419769,0.0,0.0,0.0,0.0
419770,0.0,0.0,0.0,0.0
419774,17.0,27.0,16.0,22.0
419776,0.0,0.0,0.0,0.0
419778,62.0,59.0,66.0,109.0
419783,1.0,2.0,7.0,13.0
419791,46.0,93.0,98.0,144.0
419799,43.0,75.0,97.0,139.0
419803,7.0,18.0,15.0,13.0
419806,9.0,14.0,12.0,16.0
419807,0.0,0.0,0.0,0.0
419808,4.0,8.0,5.0,16.0
419810,0.0,0.0,0.0,0.0
419815,12.0,22.0,17.0,25.0
419816,7.0,7.0,7.0,9.0
419817,17.0,28.0,19.0,25.0
419825,6.0,20.0,15.0,10.0
419828,11.0,18.0,25.0,46.0
419829,0.0,0.0,0.0,0.0
419831,7.0,14.0,7.0,14.0
419832,9.0,16.0,15.0,22.0
419833,0.0,0.0,0.0,0.0
419840,5.0,21.0,14.0,14.0
419844,3.0,5.0,6.0,15.0
419850,0.0,0.0,0.0,0.0
419851,9.0,16.0,23.0,24.0
419852,19.0,11.0,20.0,21.0
419853,19.0,18.0,14.0,13.0
419855,9.0,15.0,14.0,4.0
419856,10.0,14.0,14.0,12.0
419860,6.0,5.0,5.0,1.0
419868,33.0,54.0,39.0,50.0
419871,8.0,9.0,7.0,8.0
419889,7.0,14.0,7.0,4.0
419891,15.0,24.0,25.0,39.0
419892,5.0,7.0,12.0,8.0
419894,20.0,32.0,44.0,30.0
419895,7.0,7.0,7.0,7.0
419896,22.0,11.0,13.0,24.0
419897,108.0,20.0,32.0,49.0
419899,0.0,0.0,0.0,0.0
419907,10.0,20.0,15.0,34.0
419920,0.0,0.0,0.0,0.0
419923,1.0,0.0,0.0,0.0
419926,0.0,0.0,0.0,0.0
419928,590.0,34.0,65.0,127.0
419932,17.0,22.0,11.0,7.0
419933,18.0,12.0,9.0,8.0
419940,31.0,17.0,5.0,7.0
419943,15.0,20.0,9.0,6.0
419945,17.0,16.0,13.0,14.0
419946,14.0,13.0,1.0,12.0
419947,12.0,9.0,12.0,12.0
419948,7.0,9.0,2.0,6.0
419950,7.0,9.0,3.0,6.0
419962,15.0,9.0,3.0,3.0
419968,3.0,6.0,17.0,24.0
419969,20.0,48.0,45.0,83.0
419970,82.0,59.0,33.0,26.0
419976,4.0,5.0,0.0,7.0
419977,0.0,0.0,0.0,0.0
419979,14.0,32.0,25.0,38.0
419980,25.0,55.0,26.0,38.0
419983,7.0,6.0,12.0,18.0
419985,5.0,6.0,12.0,15.0
419986,4.0,7.0,12.0,14.0
419992,11.0,6.0,9.0,7.0
419996,15.0,19.0,17.0,24.0
420001,6.0,14.0,11.0,20.0
420002,3.0,10.0,15.0,15.0
420008,0.0,0.0,0.0,0.0
420009,23.0,25.0,43.0,44.0
420013,0.0,0.0,0.0,0.0
420014,14.0,15.0,17.0,27.0
420017,10.0,0.0,0.0,0.0
420019,0.0,1.0,0.0,0.0
420023,1.0,4.0,9.0,9.0
420025,4.0,0.0,0.0,0.0
420028,6.0,7.0,12.0,10.0
420032,5.0,5.0,11.0,14.0
420033,14.0,18.0,24.0,41.0
420035,1.0,1.0,1.0,7.0
420039,4.0,6.0,10.0,13.0
420042,41.0,59.0,71.0,81.0
420045,20.0,28.0,29.0,53.0
420050,0.0,0.0,0.0,0.0
420051,4.0,5.0,8.0,15.0
420056,409.0,272.0,314.0,407.0
420059,13.0,14.0,13.0,29.0
420061,0.0,0.0,0.0,0.0
420062,0.0,1.0,2.0,0.0
420068,4.0,5.0,3.0,2.0
420071,7.0,18.0,19.0,30.0
420074,0.0,0.0,0.0,0.0
420083,0.0,2.0,2.0,4.0
420086,9.0,25.0,36.0,47.0
420092,0.0,0.0,0.0,0.0
420100,46.0,34.0,58.0,101.0
420101,2.0,13.0,21.0,29.0
420105,9.0,7.0,15.0,17.0
420118,0.0,0.0,0.0,0.0
420120,4.0,15.0,21.0,51.0
420137,0.0,0.0,0.0,0.0
420140,8.0,8.0,8.0,6.0
420149,6.0,16.0,16.0,19.0
420150,4.0,16.0,15.0,11.0
420151,3.0,17.0,10.0,20.0
420155,19.0,11.0,6.0,3.0
420156,33.0,10.0,8.0,11.0
420157,11.0,9.0,4.0,5.0
420158,25.0,29.0,15.0,3.0
420159,66.0,48.0,23.0,19.0
420160,21.0,15.0,4.0,7.0
420162,7.0,8.0,10.0,14.0
420164,15.0,22.0,8.0,8.0
420165,127.0,74.0,42.0,19.0
420166,16.0,14.0,14.0,14.0
420167,20.0,25.0,7.0,12.0
420170,45.0,32.0,18.0,31.0
420171,15.0,27.0,18.0,13.0
420172,11.0,13.0,10.0,5.0
420175,6.0,9.0,7.0,10.0
420176,14.0,10.0,15.0,5.0
420177,138.0,27.0,24.0,41.0
420178,0.0,0.0,0.0,0.0
420180,19.0,22.0,25.0,56.0
420184,12.0,22.0,11.0,18.0
420192,37.0,47.0,33.0,48.0
420195,2.0,8.0,7.0,6.0
420197,0.0,0.0,0.0,0.0
420199,0.0,0.0,0.0,0.0
420204,30.0,33.0,47.0,75.0
420206,310.0,0.0,0.0,0.0
420219,5.0,5.0,8.0,10.0
420222,13.0,29.0,25.0,25.0
420225,0.0,2.0,1.0,0.0
420226,4.0,22.0,17.0,25.0
420227,15.0,15.0,9.0,22.0
420228,40.0,22.0,23.0,23.0
420229,25.0,25.0,23.0,17.0
420230,1.0,9.0,11.0,10.0
420243,5.0,5.0,13.0,10.0
420248,6.0,10.0,22.0,14.0
420253,48.0,96.0,129.0,231.0
420254,11.0,19.0,34.0,55.0
420258,9.0,19.0,14.0,7.0
420259,24.0,27.0,26.0,21.0
420260,15.0,34.0,26.0,22.0
420263,1.0,0.0,0.0,6.0
420265,17.0,27.0,24.0,29.0
420266,0.0,0.0,0.0,0.0
420267,0.0,1.0,5.0,1.0
420268,3.0,8.0,8.0,9.0
420271,4.0,1.0,3.0,5.0
420272,8.0,10.0,14.0,21.0
420274,4.0,13.0,19.0,29.0
420275,11.0,12.0,11.0,26.0
420283,0.0,0.0,0.0,0.0
420284,35.0,21.0,27.0,16.0
420291,7.0,11.0,15.0,23.0
420292,1.0,1.0,12.0,5.0
420294,7.0,11.0,5.0,8.0
420295,5.0,8.0,10.0,24.0
420298,11.0,15.0,14.0,19.0
420305,13.0,14.0,10.0,17.0
420306,6.0,9.0,13.0,22.0
420311,35.0,42.0,41.0,78.0
420314,11.0,6.0,9.0,21.0
420316,2.0,5.0,11.0,11.0
420317,8.0,16.0,8.0,15.0
420318,1.0,7.0,5.0,2.0
420319,5.0,9.0,5.0,4.0
420326,5.0,8.0,16.0,19.0
420333,5.0,10.0,7.0,14.0
420339,20.0,25.0,28.0,59.0
420340,4.0,8.0,7.0,18.0
420342,19.0,13.0,21.0,30.0
420346,2.0,3.0,2.0,10.0
420348,9.0,13.0,22.0,47.0
420363,3.0,2.0,7.0,13.0
420369,0.0,4.0,3.0,3.0
420373,17.0,17.0,20.0,25.0
420376,40.0,22.0,14.0,10.0
420378,10.0,11.0,8.0,4.0
420380,13.0,7.0,13.0,8.0
420385,48.0,21.0,14.0,10.0
420392,26.0,45.0,26.0,31.0
420396,5.0,7.0,6.0,23.0
420397,12.0,8.0,9.0,10.0
420405,12.0,19.0,9.0,18.0
420407,17.0,14.0,14.0,6.0
420423,7.0,19.0,12.0,19.0
420426,135.0,118.0,81.0,92.0
420427,9.0,6.0,13.0,19.0
420428,25.0,44.0,45.0,45.0
420429,38.0,50.0,52.0,72.0
420435,2.0,7.0,13.0,18.0
420436,31.0,1.0,4.0,5.0
420437,20.0,30.0,24.0,22.0
420447,9.0,20.0,16.0,26.0
420448,14.0,17.0,16.0,10.0
420449,4.0,9.0,10.0,15.0
420450,0.0,0.0,0.0,0.0
420451,0.0,0.0,0.0,0.0
420453,11.0,15.0,13.0,19.0
420454,27.0,17.0,20.0,15.0
420459,8.0,10.0,16.0,11.0
420464,8.0,31.0,27.0,52.0
420467,6.0,21.0,26.0,31.0
420468,3.0,9.0,11.0,17.0
420470,7.0,14.0,18.0,16.0
420473,5.0,9.0,14.0,20.0
420484,44.0,29.0,23.0,49.0
420487,0.0,0.0,0.0,0.0
420490,5.0,8.0,8.0,6.0
420494,0.0,2.0,2.0,7.0
420514,9.0,13.0,14.0,33.0
420522,3.0,1.0,8.0,21.0
420525,23.0,29.0,37.0,49.0
420554,0.0,0.0,0.0,0.0
420559,20.0,9.0,6.0,6.0
420560,13.0,5.0,7.0,2.0
420561,13.0,10.0,7.0,10.0
420562,196.0,85.0,80.0,101.0
420563,5.0,15.0,15.0,8.0
420568,12.0,8.0,2.0,3.0
420570,27.0,13.0,5.0,7.0
420574,17.0,19.0,9.0,12.0
420575,58.0,21.0,13.0,9.0
420578,6.0,29.0,13.0,16.0
420580,28.0,28.0,15.0,28.0
420581,1.0,5.0,8.0,5.0
420582,10.0,10.0,9.0,7.0
420583,22.0,29.0,10.0,14.0
420584,6.0,7.0,6.0,4.0
420585,10.0,11.0,10.0,5.0
420586,7.0,8.0,9.0,6.0
420588,3.0,3.0,2.0,3.0
420590,7.0,17.0,16.0,32.0
420595,0.0,0.0,0.0,0.0
420596,8.0,10.0,7.0,8.0
420598,11.0,9.0,19.0,17.0
420599,9.0,15.0,10.0,15.0
420600,39.0,48.0,37.0,40.0
420601,0.0,0.0,0.0,0.0
420602,12.0,10.0,12.0,12.0
420604,3.0,5.0,4.0,6.0
420605,9.0,14.0,18.0,16.0
420606,9.0,15.0,15.0,8.0
420607,11.0,22.0,18.0,26.0
420623,37.0,31.0,27.0,38.0
420624,3.0,5.0,14.0,19.0
420625,6.0,20.0,14.0,12.0
420627,30.0,36.0,25.0,31.0
420628,16.0,16.0,20.0,22.0
420629,18.0,15.0,20.0,29.0
420632,2.0,10.0,7.0,15.0
420633,13.0,21.0,16.0,18.0
420635,9.0,17.0,21.0,27.0
420636,15.0,42.0,44.0,70.0
420638,38.0,62.0,82.0,159.0
420639,0.0,0.0,0.0,0.0
420641,3.0,2.0,9.0,7.0
420643,1.0,1.0,0.0,3.0
420645,2.0,11.0,13.0,12.0
420648,14.0,17.0,23.0,31.0
420649,4.0,5.0,1.0,11.0
420651,30.0,45.0,43.0,66.0
420653,2.0,3.0,4.0,6.0
420654,3.0,6.0,12.0,16.0
420662,13.0,18.0,9.0,10.0
420663,6.0,11.0,14.0,11.0
420667,5.0,2.0,10.0,15.0
420686,6.0,6.0,10.0,19.0
420687,0.0,0.0,0.0,1.0
420696,113.0,86.0,70.0,97.0
420697,11.0,23.0,18.0,45.0
420701,5.0,10.0,10.0,11.0
420704,16.0,18.0,9.0,20.0
420707,4.0,6.0,9.0,15.0
420708,0.0,0.0,1.0,2.0
420711,17.0,16.0,38.0,77.0
420713,2.0,1.0,6.0,6.0
420718,0.0,1.0,0.0,0.0
420724,7.0,16.0,20.0,42.0
420725,22.0,33.0,45.0,121.0
420727,25.0,38.0,35.0,77.0
420728,12.0,18.0,23.0,26.0
420738,8.0,7.0,10.0,27.0
420740,9.0,11.0,14.0,15.0
420746,10.0,31.0,21.0,27.0
420751,0.0,0.0,0.0,0.0
420752,7.0,0.0,2.0,5.0
420753,139.0,41.0,60.0,119.0
420754,23.0,5.0,3.0,15.0
420755,7.0,11.0,11.0,7.0
420756,1.0,0.0,2.0,2.0
420758,11.0,15.0,17.0,17.0
420764,0.0,0.0,0.0,0.0
420765,0.0,0.0,0.0,0.0
420766,1.0,3.0,0.0,0.0
420767,33.0,39.0,31.0,42.0
420779,2.0,5.0,11.0,15.0
420780,8.0,29.0,30.0,35.0
420781,6.0,24.0,17.0,33.0
420790,4.0,13.0,7.0,31.0
420798,14.0,22.0,11.0,7.0
420803,10.0,7.0,12.0,4.0
420807,9.0,17.0,9.0,22.0
420810,5.0,2.0,7.0,14.0
420811,5.0,11.0,3.0,8.0
420813,12.0,17.0,14.0,8.0
420814,6.0,7.0,8.0,6.0
420819,14.0,21.0,12.0,18.0
420829,13.0,11.0,8.0,2.0
420833,1084.0,171.0,134.0,82.0
420836,4.0,2.0,4.0,0.0
420837,38.0,29.0,27.0,34.0
420838,29.0,20.0,12.0,19.0
420841,50.0,28.0,34.0,45.0
420847,2.0,0.0,3.0,1.0
420849,1.0,3.0,4.0,2.0
420850,0.0,0.0,0.0,0.0
420851,0.0,0.0,0.0,0.0
420852,17.0,22.0,11.0,27.0
420857,24.0,34.0,35.0,32.0
420860,229.0,14.0,21.0,19.0
420861,12.0,8.0,4.0,8.0
420862,12.0,18.0,19.0,13.0
420864,8.0,8.0,11.0,25.0
420867,5.0,8.0,4.0,16.0
420869,0.0,0.0,0.0,0.0
420873,13.0,20.0,21.0,29.0
420877,1.0,2.0,0.0,2.0
420879,3.0,4.0,1.0,9.0
420881,9.0,10.0,8.0,7.0
420883,25.0,31.0,32.0,37.0
420885,10.0,4.0,11.0,9.0
420888,18.0,32.0,26.0,37.0
420890,13.0,9.0,11.0,30.0
420891,4.0,9.0,5.0,13.0
420895,2.0,9.0,4.0,9.0
420897,0.0,0.0,0.0,0.0
420898,3.0,4.0,1.0,8.0
420899,16.0,23.0,30.0,60.0
420900,12.0,34.0,51.0,91.0
420906,39.0,44.0,36.0,50.0
420908,15.0,12.0,13.0,17.0
420909,7.0,15.0,10.0,6.0
420910,38.0,50.0,41.0,31.0
420911,8.0,10.0,11.0,9.0
420913,7.0,14.0,23.0,25.0
420915,0.0,0.0,0.0,0.0
420917,28.0,56.0,57.0,95.0
420929,23.0,31.0,51.0,90.0
420932,4.0,9.0,15.0,29.0
420950,15.0,7.0,12.0,31.0
420953,0.0,0.0,0.0,0.0
420955,0.0,0.0,0.0,0.0
420964,785.0,673.0,741.0,933.0
420965,13.0,13.0,11.0,9.0
420966,33.0,21.0,20.0,17.0
420969,12.0,6.0,5.0,5.0
420970,54.0,18.0,13.0,10.0
420972,18.0,5.0,4.0,12.0
420973,16.0,13.0,6.0,8.0
420975,36.0,8.0,8.0,15.0
420977,82.0,64.0,38.0,21.0
420981,15.0,25.0,17.0,13.0
420983,0.0,0.0,0.0,0.0
420984,0.0,0.0,0.0,0.0
420998,0.0,0.0,0.0,0.0
421006,9.0,26.0,38.0,55.0
421007,16.0,37.0,41.0,78.0
421009,87.0,27.0,24.0,36.0
421010,3.0,8.0,16.0,24.0
421011,33.0,28.0,27.0,21.0
421012,23.0,11.0,12.0,22.0
421013,9.0,8.0,11.0,8.0
421015,34.0,11.0,21.0,14.0
421019,0.0,0.0,0.0,0.0
421020,33.0,60.0,70.0,91.0
421021,8.0,9.0,4.0,8.0
421023,0.0,0.0,0.0,0.0
421028,12.0,22.0,12.0,21.0
421029,0.0,0.0,0.0,0.0
421030,52.0,79.0,81.0,124.0
421033,4.0,15.0,20.0,23.0
421036,6.0,7.0,7.0,10.0
421040,6.0,16.0,18.0,18.0
421044,70.0,9.0,13.0,11.0
421048,6.0,12.0,5.0,15.0
421049,50.0,64.0,101.0,112.0
421051,6.0,16.0,20.0,17.0
421052,29.0,52.0,52.0,81.0
421053,5.0,0.0,3.0,4.0
421063,7.0,8.0,12.0,23.0
421065,11.0,13.0,11.0,14.0
421067,15.0,29.0,27.0,27.0
421068,0.0,0.0,0.0,0.0
421070,9.0,14.0,16.0,16.0
421085,7.0,10.0,14.0,10.0
421086,1.0,3.0,6.0,6.0
421089,11.0,15.0,14.0,27.0
421094,10.0,12.0,20.0,37.0
421095,19.0,32.0,54.0,78.0
421101,19.0,21.0,31.0,61.0
421123,0.0,0.0,0.0,0.0
421133,0.0,0.0,0.0,0.0
421136,6.0,20.0,27.0,82.0
421141,88.0,71.0,34.0,29.0
421146,13.0,26.0,51.0,53.0
421149,67.0,55.0,37.0,27.0
421151,16.0,24.0,20.0,13.0
421155,7.0,4.0,7.0,6.0
421156,16.0,14.0,15.0,13.0
421157,4.0,5.0,12.0,12.0
421160,3.0,5.0,13.0,30.0
421163,6.0,8.0,11.0,7.0
421164,86.0,53.0,35.0,65.0
421173,8.0,12.0,22.0,33.0
421176,19.0,30.0,32.0,36.0
421182,0.0,0.0,0.0,0.0
421184,0.0,0.0,0.0,0.0
421185,0.0,0.0,0.0,0.0
421188,16.0,25.0,26.0,23.0
421192,4.0,6.0,11.0,11.0
421194,7.0,11.0,11.0,15.0
421195,19.0,20.0,13.0,17.0
421204,0.0,0.0,0.0,0.0
421208,0.0,0.0,0.0,0.0
421209,0.0,0.0,0.0,0.0
421213,7.0,16.0,27.0,30.0
421218,37.0,52.0,62.0,130.0
421219,8.0,6.0,8.0,9.0
421229,3.0,11.0,11.0,30.0
421237,9.0,11.0,13.0,35.0
421241,15.0,31.0,18.0,18.0
421242,90.0,28.0,15.0,27.0
421248,33.0,34.0,28.0,21.0
421249,21.0,9.0,6.0,7.0
421252,17.0,19.0,20.0,29.0
421260,12.0,16.0,9.0,9.0
421263,13.0,16.0,14.0,14.0
421268,18.0,24.0,14.0,18.0
421272,0.0,0.0,0.0,0.0
421276,4.0,11.0,13.0,8.0
421277,7.0,14.0,18.0,9.0
421278,4.0,10.0,9.0,7.0
421280,10.0,27.0,24.0,36.0
421282,0.0,0.0,0.0,1.0
421284,2.0,3.0,0.0,1.0
421295,0.0,0.0,0.0,0.0
421301,1.0,2.0,2.0,5.0
421302,33.0,41.0,41.0,53.0
421303,22.0,42.0,22.0,29.0
421304,20.0,34.0,32.0,37.0
421305,6.0,8.0,9.0,13.0
421306,4.0,6.0,7.0,7.0
421308,6.0,14.0,13.0,16.0
421310,4.0,7.0,4.0,4.0
421313,37.0,51.0,41.0,36.0
421317,6.0,14.0,5.0,16.0
421324,0.0,0.0,0.0,1.0
421342,8.0,12.0,9.0,23.0
421347,0.0,0.0,0.0,0.0
421352,0.0,0.0,0.0,0.0
421366,2.0,4.0,15.0,24.0
421368,26.0,10.0,11.0,9.0
421370,0.0,0.0,0.0,0.0
421378,14.0,20.0,16.0,12.0
421390,105.0,72.0,60.0,35.0
421392,1.0,1.0,0.0,0.0
421393,7.0,10.0,6.0,2.0
421401,8.0,6.0,7.0,5.0
421403,37.0,58.0,69.0,72.0
421405,25.0,34.0,24.0,20.0
421422,48.0,26.0,28.0,30.0
421425,10.0,21.0,40.0,65.0
421426,18.0,25.0,26.0,34.0
421429,13.0,20.0,32.0,40.0
421438,1.0,1.0,1.0,3.0
421444,1.0,5.0,10.0,12.0
421451,0.0,0.0,1.0,0.0
421455,0.0,0.0,0.0,0.0
421456,3.0,0.0,7.0,12.0
421458,5.0,4.0,7.0,10.0
421460,6.0,11.0,11.0,23.0
421461,9.0,14.0,18.0,22.0
421462,10.0,16.0,14.0,35.0
421479,3.0,4.0,13.0,13.0
421480,16.0,13.0,23.0,41.0
421481,14.0,29.0,24.0,30.0
421482,15.0,24.0,26.0,32.0
421484,6.0,6.0,18.0,18.0
421485,93.0,107.0,72.0,64.0
421490,0.0,0.0,0.0,0.0
421493,12.0,11.0,19.0,36.0
421509,4.0,15.0,17.0,42.0
421519,18.0,24.0,41.0,92.0
421540,28.0,30.0,13.0,15.0
421541,9.0,11.0,9.0,9.0
421543,0.0,0.0,0.0,0.0
421544,5.0,16.0,10.0,10.0
421548,8.0,29.0,18.0,40.0
421549,8.0,16.0,14.0,14.0
421555,10.0,6.0,8.0,9.0
421556,14.0,12.0,10.0,9.0
421566,8.0,9.0,5.0,13.0
421567,4.0,5.0,7.0,5.0
421570,25.0,39.0,45.0,57.0
421573,0.0,2.0,1.0,1.0
421575,30.0,28.0,24.0,23.0
421578,3.0,6.0,7.0,10.0
421579,11.0,16.0,15.0,19.0
421580,6.0,16.0,15.0,18.0
421584,16.0,14.0,16.0,13.0
421585,26.0,32.0,50.0,55.0
421589,29.0,33.0,52.0,66.0
421591,138.0,95.0,71.0,71.0
421594,0.0,0.0,0.0,0.0
421595,0.0,0.0,0.0,0.0
421597,259.0,14.0,8.0,11.0
421598,18.0,15.0,11.0,11.0
421599,2.0,5.0,5.0,6.0
421600,5.0,9.0,6.0,4.0
421601,9.0,5.0,2.0,5.0
421603,49.0,7.0,5.0,11.0
421605,0.0,0.0,0.0,0.0
421607,0.0,0.0,0.0,0.0
421615,8.0,10.0,8.0,11.0
421628,7.0,12.0,11.0,29.0
421629,70.0,167.0,143.0,190.0
421630,15.0,13.0,24.0,16.0
421632,8.0,17.0,14.0,22.0
421635,19.0,27.0,27.0,44.0
421639,403.0,0.0,0.0,1.0
421649,31.0,31.0,45.0,89.0
421650,1.0,7.0,6.0,14.0
421651,0.0,0.0,0.0,3.0
421656,0.0,2.0,0.0,2.0
421662,58.0,48.0,52.0,60.0
421663,0.0,0.0,0.0,0.0
421665,16.0,36.0,29.0,23.0
421666,35.0,71.0,81.0,94.0
421670,7.0,10.0,5.0,2.0
421672,50.0,38.0,20.0,14.0
421675,19.0,24.0,16.0,4.0
421681,13.0,18.0,8.0,8.0
421682,0.0,0.0,0.0,0.0
421684,18.0,21.0,9.0,8.0
421685,24.0,13.0,10.0,10.0
421687,31.0,31.0,19.0,25.0
421688,7.0,5.0,7.0,6.0
421692,8.0,21.0,17.0,24.0
421693,10.0,13.0,16.0,25.0
421695,8.0,28.0,24.0,38.0
421698,12.0,7.0,7.0,8.0
421700,9.0,16.0,13.0,26.0
421704,3.0,4.0,7.0,6.0
421705,0.0,0.0,0.0,0.0
421709,38.0,57.0,68.0,83.0
421712,0.0,0.0,0.0,0.0
421713,24.0,43.0,28.0,38.0
421716,0.0,0.0,0.0,0.0
421718,35.0,62.0,80.0,113.0
421720,11.0,15.0,9.0,11.0
421721,11.0,9.0,8.0,5.0
421722,4.0,2.0,9.0,18.0
421727,14.0,18.0,11.0,22.0
421730,4.0,8.0,13.0,22.0
421732,664.0,88.0,131.0,286.0
